id,createtime,text
1451684039337914371,Fri Oct 22 22:57:00 +0000 2021,"Disruptive cyberattacks are on the rise in the U.S.
Why is this happening?

Find out in @DigitalPeaceNow's #TwitterSpaces event featuring @DuncanHollis, @Jason_Healey, and DPN Global Ambassador @BurliRaj.
📅10/27 ⏰9AM EST

#StopCyberwarfare
#PickUpTheParisCall https://t.co/hIJuJpWF11"
1451683789588111370,Fri Oct 22 22:56:01 +0000 2021,"Applying The Power Of #DeepLearning To #Cybersecurity &gt; https://t.co/wikq7GYRnh 

#security #tech #AI #ML #DL #ArtificialIntelligence #MachineLearning #data #digital #innovation #cyberthreats #cyberattacks #leadership #startups #CISO #CIO #CTO #CDO https://t.co/z18krlpyqp"
1451683254348574721,Fri Oct 22 22:53:53 +0000 2021,"Over the last 5 years, #cyberattacks have spiked in October. Why is that? 

To learn more read this article by Shweta Sharma on @CSOonline: https://t.co/DKGKZ335xl"
1451682751585800192,Fri Oct 22 22:51:53 +0000 2021,"Applying The Power Of #DeepLearning To #Cybersecurity &gt; https://t.co/wikq7GYRnh 

#security #tech #AI #ML #DL #ArtificialIntelligence #MachineLearning #data #digital #innovation #cyberthreats #cyberattacks #leadership #startups #CISO #CIO #CTO #CDO https://t.co/z18krlpyqp"
1451682638205362181,Fri Oct 22 22:51:26 +0000 2021,"Applying The Power Of #DeepLearning To #Cybersecurity &gt; https://t.co/wikq7GYRnh 

#security #tech #AI #ML #DL #ArtificialIntelligence #MachineLearning #data #digital #innovation #cyberthreats #cyberattacks #leadership #startups #CISO #CIO #CTO #CDO https://t.co/z18krlpyqp"
1451682574124953601,Fri Oct 22 22:51:11 +0000 2021,"Applying The Power Of #DeepLearning To #Cybersecurity &gt; https://t.co/wikq7GYRnh 

#security #tech #AI #ML #DL #ArtificialIntelligence #MachineLearning #data #digital #innovation #cyberthreats #cyberattacks #leadership #startups #CISO #CIO #CTO #CDO https://t.co/z18krlpyqp"
1451682554503905280,Fri Oct 22 22:51:06 +0000 2021,"Applying The Power Of #DeepLearning To #Cybersecurity &gt; https://t.co/wikq7GYRnh 

#security #tech #AI #ML #DL #ArtificialIntelligence #MachineLearning #data #digital #innovation #cyberthreats #cyberattacks #leadership #startups #CISO #CIO #CTO #CDO https://t.co/z18krlpyqp"
1451682122159243265,Fri Oct 22 22:49:23 +0000 2021,"Hot off the press! @SaltSecurity adds industry-first capabilities to protect GraphQL APIs from cyberattacks! 👏👏Read the news here: https://t.co/D57poECYxt

#GraphQL #APIsecurity #opensource"
1451682100621594632,Fri Oct 22 22:49:18 +0000 2021,"Hot off the press! @SaltSecurity adds industry-first capabilities to protect GraphQL APIs from cyberattacks! 👏👏Read the news here: https://t.co/D57poECYxt

#GraphQL #APIsecurity #opensource"
1451680234428764162,Fri Oct 22 22:41:53 +0000 2021,"#RemoteWorking increased companies’ vulnerability to #cyberattacks. Here’s how #CFOs can manage and mitigate the risk.
https://t.co/HCf1mdrmpk"
1451680120855429121,Fri Oct 22 22:41:26 +0000 2021,"#RemoteWorking increased companies’ vulnerability to #cyberattacks. Here’s how #CFOs can manage and mitigate the risk.
https://t.co/HCf1mdrmpk"
1451678949528985602,Fri Oct 22 22:36:47 +0000 2021,"#RemoteWorking increased companies’ vulnerability to #cyberattacks. Here’s how #CFOs can manage and mitigate the risk.
https://t.co/HCf1mdrmpk"
1451678657215352841,Fri Oct 22 22:35:37 +0000 2021,"Thanks for the warning WEF 🙄

NSA Director warns cyberattacks on US Food Supply Chain in past weeks are escalating to become a “National Security Issue” after the attacks on grain companies in recent weeks.

#Cyberpandemic meets #SupplyChain 
____

https://t.co/2qh01zULAf"
1451677604663083008,Fri Oct 22 22:31:26 +0000 2021,Facebook suing a Ukranian hacker it alleges scraped and sold its data #cyberattacks https://t.co/b5HvF6vbSy
1451675200685178881,Fri Oct 22 22:21:53 +0000 2021,Facebook suing a Ukranian hacker it alleges scraped and sold its data #cyberattacks https://t.co/b5HvF6vbSy
1451675178728099840,Fri Oct 22 22:21:48 +0000 2021,Facebook suing a Ukranian hacker it alleges scraped and sold its data #cyberattacks https://t.co/b5HvF6vbSy
1451675087359279104,Fri Oct 22 22:21:26 +0000 2021,Federal Agencies Issue Joint Statement on Management of LIBOR Transition https://t.co/kKUveCtm8D  #CyberSecurityNews #Cyber #CyberSecurity #CyberAttacks #CyberWar #APT #SecurityBreach #Malware #ZeroDay #Hacker #Breach Please Retweet
1451674916701421572,Fri Oct 22 22:20:45 +0000 2021,"Disruptive cyberattacks are on the rise in the U.S.
Why is this happening?

Find out in @DigitalPeaceNow's #TwitterSpaces event featuring @DuncanHollis, @Jason_Healey, and DPN Global Ambassador @BurliRaj.
📅10/27 ⏰9AM EST

#StopCyberwarfare
#PickUpTheParisCall https://t.co/hIJuJpWF11"
1451674881699946501,Fri Oct 22 22:20:37 +0000 2021,"NC officials using new technology to stop cyber and ransomware attacks | CBS 17: Cyberattacks are no stranger to North Carolina agencies. In the last two years, the state's Joint Cybersecurity Task Force responded to 40 incidents — ... https://t.co/PJ0RwfAAwW EXETLOS"
1451674848300834826,Fri Oct 22 22:20:29 +0000 2021,Federal Agencies Issue Joint Statement on Management of LIBOR Transition https://t.co/kKUveCtm8D  #CyberSecurityNews #Cyber #CyberSecurity #CyberAttacks #CyberWar #APT #SecurityBreach #Malware #ZeroDay #Hacker #Breach Please Retweet
1451673503707631618,Fri Oct 22 22:15:08 +0000 2021,"In a new era of #CyberThreats, think about cyberattacks as if they are inevitable in order to adequately prepare. Midsize businesses need to monitor behavior, expect a breach, build a security culture, and scrutinize their supply chains. #iworkforComcast https://t.co/duMaDHH8mf https://t.co/QKFaH2VVgN"
1451673480190169096,Fri Oct 22 22:15:03 +0000 2021,Federal Agencies Issue Joint Statement on Management of LIBOR Transition https://t.co/kKUveCtm8D  #CyberSecurityNews #Cyber #CyberSecurity #CyberAttacks #CyberWar #APT #SecurityBreach #Malware #ZeroDay #Hacker #Breach Please Retweet
1451673193207504913,Fri Oct 22 22:13:54 +0000 2021,Federal Agencies Issue Joint Statement on Management of LIBOR Transition https://t.co/kKUveCtm8D  #CyberSecurityNews #Cyber #CyberSecurity #CyberAttacks #CyberWar #APT #SecurityBreach #Malware #ZeroDay #Hacker #Breach Please Retweet
1451673177650827265,Fri Oct 22 22:13:50 +0000 2021,Friday Squid Blogging: Squid Eating Maine Shrimp https://t.co/DYrAg2qIIa  #CyberSecurityNews #Cyber #CyberSecurity #CyberAttacks #CyberWar #APT #SecurityBreach #Malware #ZeroDay #Hacker #Breach Please Retweet
1451673177432678407,Fri Oct 22 22:13:50 +0000 2021,aDolus Raises $2.5M to Secure Critical Infrastructure and Grow Sales and Marketing Team https://t.co/dqMFyUqTgG  #CyberSecurityNews #Cyber #CyberSecurity #CyberAttacks #CyberWar #APT #SecurityBreach #Malware #ZeroDay #Hacker #Breach Please Retweet
1451673177172623366,Fri Oct 22 22:13:50 +0000 2021,EDPB to Provide Much Needed Clarification on New EU SCCs Scope for Importers Subject to the GDPR https://t.co/MbQuvNSiGK  #CyberSecurityNews #Cyber #CyberSecurity #CyberAttacks #CyberWar #APT #SecurityBreach #Malware #ZeroDay #Hacker #Breach Please Retweet
1451673177042661386,Fri Oct 22 22:13:50 +0000 2021,FDA Approves Another Interchangeable Biosimilar Drug https://t.co/Q3G2fklWY5  #CyberSecurityNews #Cyber #CyberSecurity #CyberAttacks #CyberWar #APT #SecurityBreach #Malware #ZeroDay #Hacker #Breach Please Retweet
1451673176983982083,Fri Oct 22 22:13:50 +0000 2021,Moving Beyond Borders: How to Achieve Information Security in a Time of Zero Trust https://t.co/aJESbZ4XdG  #CyberSecurityNews #Cyber #CyberSecurity #CyberAttacks #CyberWar #APT #SecurityBreach #Malware #ZeroDay #Hacker #Breach Please Retweet
1451673176136691716,Fri Oct 22 22:13:50 +0000 2021,Facebook files suit against Ukrainian man who allegedly scraped data about 178 million users https://t.co/IvzHTapSe5  #CyberSecurityNews #Cyber #CyberSecurity #CyberAttacks #CyberWar #APT #SecurityBreach #Malware #ZeroDay #Hacker #Breach Please Retweet
1451673176132423684,Fri Oct 22 22:13:50 +0000 2021,"During a Global Health Crisis, IP Rights Are Getting a Bad Rap https://t.co/gLmL44IOQM  #CyberSecurityNews #Cyber #CyberSecurity #CyberAttacks #CyberWar #APT #SecurityBreach #Malware #ZeroDay #Hacker #Breach Please Retweet"
1451672873593155585,Fri Oct 22 22:12:38 +0000 2021,450 million cyberattacks attempted on Japan Olympics infrastructure: NTT | ZDNet https://t.co/Cn02PXH7wA
1451672684467671043,Fri Oct 22 22:11:53 +0000 2021,"Groove #ransomware group operator says they were only attempting to test media after calling on affiliate hacking groups to launch #cyberattacks against US public sector, and they are only one person."
1451672670186135557,Fri Oct 22 22:11:50 +0000 2021,"Groove #ransomware group operator says they were only attempting to test media after calling on affiliate hacking groups to launch #cyberattacks against US public sector, and they are only one person."
1451672529991516170,Fri Oct 22 22:11:16 +0000 2021,"Supply chain breaches impacted 97% of firms in the past year
New BlueVoyand…
 
 #IT #CIO #data #bigdata #tech #cybersecurity #cybercrime #databreach #business #DataScience #cyberthreats #fraud #cyberattacks #AI #technology https://t.co/uOylncQUkN"
1451672435774967815,Fri Oct 22 22:10:54 +0000 2021,"#Privacy &amp; #CyberSecurity concerns identified and anticipated by @AmerMedicalAssn have been demonstrated.

Cybersecurity is a #patientsafety issue. Action by #APIs #healthapps is warranted. @ONC_HealthIT has an urgent role to ensure #security. #Cyberattacks on #patientdata are ⬆️ https://t.co/mlAje2AqzQ"
1451670167272910849,Fri Oct 22 22:01:53 +0000 2021,#CyberSecurity: When did you last change your password? #Emailsecurity #Datasecurity #Cyberattacks https://t.co/jovfHebS64
1451670066785882116,Fri Oct 22 22:01:29 +0000 2021,450 million cyberattacks attempted on Japan Olympics infrastructure: NTT | ZDNet https://t.co/Hl9ZZImZ3v
1451670053951193094,Fri Oct 22 22:01:26 +0000 2021,#CyberSecurity: When did you last change your password? #Emailsecurity #Datasecurity #Cyberattacks https://t.co/jovfHebS64
1451669939807526917,Fri Oct 22 22:00:59 +0000 2021,"Advisen: Multi-Party Cyberattacks Lead to Big Losses: Security Researchers. 
@JBurtTech @eSecurityPlanet reviews the latest IRIS Tsunami report from @CyentiaInst which leverages Advisen #CyberRisk Loss data. @Zywave
https://t.co/zll9jWvvdV"
1451669932039540736,Fri Oct 22 22:00:57 +0000 2021,#CyberSecurity: When did you last change your password? #Emailsecurity #Datasecurity #Cyberattacks https://t.co/jovfHebS64
1451669897528987652,Fri Oct 22 22:00:48 +0000 2021,"Advisen: Multi-Party Cyberattacks Lead to Big Losses: Security Researchers. 
@JBurtTech @eSecurityPlanet reviews the latest IRIS Tsunami report from @CyentiaInst which leverages Advisen #CyberRisk Loss data. @Zywave
https://t.co/zll9jWvvdV"
1451669866268794889,Fri Oct 22 22:00:41 +0000 2021,"As more real estate business is conducted online, hackers have greater opportunities to disrupt your transactions. Learn the steps you can take to protect your clients against cyberattacks. https://t.co/1j24tjuFJP"
1451669800929869826,Fri Oct 22 22:00:25 +0000 2021,"Cyberattacks in critical infrastructure not only affect data, but can cause chaos in the physical world. @securitymag takes a look at some of those real-world impacts: https://t.co/RhkcpnaaC1"
1451669609891966980,Fri Oct 22 21:59:40 +0000 2021,450 million cyberattacks attempted on Japan Olympics infrastructure: NTT https://t.co/3oatuCmWbD via @ZDNet &amp; @jgreigj
1451669027701526530,Fri Oct 22 21:57:21 +0000 2021,"GraphQL lets developers build more efficient, responsive, &amp; lightweight apps. Today, Salt unveiled industry-first capabilities to protect this growing user community from API cyberattacks! 💯Read ➡️https://t.co/6E87g1tYI3

#GraphQL #APIsecurity #cybersecurity #opensource"
1451668960890470401,Fri Oct 22 21:57:05 +0000 2021,"Design more efficient networks, increase scalability, and protect against #cyberattacks. Build automation and programmability skills with #DevNet Specialist - Security Automation &amp; Programmability training and certification: https://t.co/vWYdI6rYnx

#DevSecOps #CSAM #CiscoCert https://t.co/JWeIQmW55Z"
1451668861787508742,Fri Oct 22 21:56:42 +0000 2021,Cybersecurity Experts Weigh In On Israeli Hospital #Ransomware Attack: https://t.co/1ZaDDmk4Za #cyberattacks #cybercrime #cyberdefense #cybersecurity #cyberterrorism
1451668758305574912,Fri Oct 22 21:56:17 +0000 2021,"Disruptive cyberattacks are on the rise in the U.S.
Why is this happening?

Find out in @DigitalPeaceNow's #TwitterSpaces event featuring @DuncanHollis, @Jason_Healey, and DPN Global Ambassador @BurliRaj.
📅10/27 ⏰9AM EST

#StopCyberwarfare
#PickUpTheParisCall https://t.co/hIJuJpWF11"
1451668555481567235,Fri Oct 22 21:55:28 +0000 2021,"Spear phishing and other types of cyberattacks aren’t going away. 

This month, we’re focusing on raising #CyberSecurityAwareness and share best practices to protect your #data: https://t.co/zA9Z4xTRQb https://t.co/lTZ3NvBaal"
1451668305039736834,Fri Oct 22 21:54:29 +0000 2021,"Brian Dye, senior vice-president for information security said that hackers increasingly use novel methods and bugs in the software of computers to perform attacks, resulting in about 55% cyberattacks going unnoticed b...
#cybersecurity #smallbiz #sme #smb https://t.co/yzZNcL8qIB"
1451667650879234057,Fri Oct 22 21:51:53 +0000 2021,"With #cyberattacks up 700% last year, having the right email protection in place is crucial to protecting your business.

Discover how we can protect your #SMB today: https://t.co/hxMlHz8KSx https://t.co/3VthY1dDJ0"
1451667603219525643,Fri Oct 22 21:51:41 +0000 2021,"With #cyberattacks up 700% last year, having the right email protection in place is crucial to protecting your business.

Discover how we can protect your #SMB today: https://t.co/hxMlHz8KSx https://t.co/3VthY1dDJ0"
1451667536936726532,Fri Oct 22 21:51:26 +0000 2021,"""...many threat actors realize that the proliferation of APIs may work to their advantage."" 🙀😱Read why APIs have become a top attack vector! Via @securityaffairs ➡️
https://t.co/cQhlAsZMfm

#APIsecurity #cybersecurity #cyberattacks"
1451667405206401032,Fri Oct 22 21:50:54 +0000 2021,"Spear phishing and other types of cyberattacks aren’t going away. 

This month, we’re focusing on raising #CyberSecurityAwareness and share best practices to protect your #data: https://t.co/zA9Z4xTRQb https://t.co/lTZ3NvBaal"
1451666798458331139,Fri Oct 22 21:48:30 +0000 2021,"Hacks can happen when you least expect it - especially during the holiday season. 😳

Gather around our digital campfire - it's time for some scary stories of true cyberattacks! 
---
#NCSAM #databreach #websitesecurity 

https://t.co/MsDTU4G7DR"
1451666029814370311,Fri Oct 22 21:45:26 +0000 2021,"Advisen: Multi-Party Cyberattacks Lead to Big Losses: Security Researchers. 
@JBurtTech @eSecurityPlanet reviews the latest IRIS Tsunami report from @CyentiaInst which leverages Advisen #CyberRisk Loss data. @Zywave
https://t.co/zll9jWvvdV"
1451665545955315717,Fri Oct 22 21:43:31 +0000 2021,"""...many threat actors realize that the proliferation of APIs may work to their advantage."" 🙀😱Read why APIs have become a top attack vector! Via @securityaffairs ➡️
https://t.co/cQhlAsZMfm

#APIsecurity #cybersecurity #cyberattacks"
1451665391386718214,Fri Oct 22 21:42:54 +0000 2021,We appreciate Tony Tekaroniake Evans’ reporting in @IdahoMtExpress on work to block #grid #cyberattacks. High-profile #ransomware attacks have heightened interest in the work of POWER and @INL #DOE to strengthen #cybersecurity.https://t.co/FTSPNL6Eke
1451665151350886400,Fri Oct 22 21:41:57 +0000 2021,"Hacks can happen when you least expect it - especially during the holiday season. 😳

Gather around our digital campfire - it's time for some scary stories of true cyberattacks! 
---
#NCSAM #databreach #websitesecurity 

https://t.co/MsDTU4G7DR"
1451665150730113025,Fri Oct 22 21:41:57 +0000 2021,"Hacks can happen when you least expect it - especially during the holiday season. 😳

Gather around our digital campfire - it's time for some scary stories of true cyberattacks! 
---
#NCSAM #databreach #websitesecurity 

https://t.co/MsDTU4G7DR"
1451665019809132549,Fri Oct 22 21:41:26 +0000 2021,Even the best of us could get duped by a phishing email. They’re getting better each and every day. Learn how to recognize and respond to a phishing attack. Share it with your employees and friends. #themoreyouknow https://t.co/NXE1HcHH9x #security #cyberattacks #infosec https://t.co/HBKkHKKnlO
1451664913575944198,Fri Oct 22 21:41:00 +0000 2021,"Hacks can happen when you least expect it - especially during the holiday season. 😳

Gather around our digital campfire - it's time for some scary stories of true cyberattacks! 
---
#NCSAM #databreach #websitesecurity 

https://t.co/MsDTU4G7DR"
1451664741051494403,Fri Oct 22 21:40:19 +0000 2021,"@daniellefrack @LincolnGraves @KATUNews @KUTV2News unless someone saved it personally, all our video is gone or unreachable.  I happened to save my stuff.  Cyberattacks suck 😞"
1451664386787987460,Fri Oct 22 21:38:55 +0000 2021,FIN12 Ransomware Group Specializes in #Healthcare Cyberattacks https://t.co/zMbP0qWzBV via @SecurityHIT  #databreach #cybersecurity https://t.co/4O14B8Fg67
1451664018880430081,Fri Oct 22 21:37:27 +0000 2021,Even the best of us could get duped by a phishing email. They’re getting better each and every day. Learn how to recognize and respond to a phishing attack. Share it with your employees and friends. #themoreyouknow https://t.co/NXE1HcHH9x #security #cyberattacks #infosec https://t.co/HBKkHKKnlO
1451663547243585539,Fri Oct 22 21:35:34 +0000 2021,"Are you leveraging #AI to prevent #cybersttacks? https://t.co/NHDcpIQya4
#SolutionsByZones #Security #Cybersecurity"
1451663546731974661,Fri Oct 22 21:35:34 +0000 2021,"REvil ransomware group goes dark after its Tor sites were hijacked
https://t.co/k0qArfPfnu

#cybersecurity #cybersecuritynews #cybersecurityawareness #CybersecurityAwarenessMonth #ransomware #revil #cybercrime #cybercrimes #cyberattack #cyberattacks"
1451663507557019648,Fri Oct 22 21:35:25 +0000 2021,"REvil ransomware group goes dark after its Tor sites were hijacked
https://t.co/k0qArfPfnu

#cybersecurity #cybersecuritynews #cybersecurityawareness #CybersecurityAwarenessMonth #ransomware #revil #cybercrime #cybercrimes #cyberattack #cyberattacks"
1451663166593806337,Fri Oct 22 21:34:04 +0000 2021,"A flaw in #WinRAR could lead to remote #code execution!

https://t.co/MTckGGgeXt

#infosec #ZeroTrust #zeroday #security #cybersecurity #databreach #cyberattacks #cybercrime #datatheft #dataprivacy #hacker #malware #botnet #DDoS #CISO #ransomware #technology #tech #RT #phishing"
1451662988977573902,Fri Oct 22 21:33:21 +0000 2021,"Design more efficient networks, increase scalability, and protect against #cyberattacks. Build automation and programmability skills with #DevNet Specialist - Security Automation &amp; Programmability training and certification: https://t.co/vWYdI6rYnx

#DevSecOps #CSAM #CiscoCert https://t.co/JWeIQmW55Z"
1451662864482250763,Fri Oct 22 21:32:52 +0000 2021,"Disruptive cyberattacks are on the rise in the U.S.
Why is this happening?

Find out in @DigitalPeaceNow's #TwitterSpaces event featuring @DuncanHollis, @Jason_Healey, and DPN Global Ambassador @BurliRaj.
📅10/27 ⏰9AM EST

#StopCyberwarfare
#PickUpTheParisCall https://t.co/hIJuJpWF11"
1451662648056160262,Fri Oct 22 21:32:00 +0000 2021,"OracleCloud: Spear phishing and other types of cyberattacks aren’t going away. 

This month, we’re focusing on raising #CyberSecurityAwareness and share best practices to protect your #data: https://t.co/souLYlomv1 https://t.co/HvRA9Qb9wW"
1451662617349541890,Fri Oct 22 21:31:53 +0000 2021,A targeted Twitter account breach leading to over $130 million in stolen funds. (CNBC) #Databreach #Cyberattacks #Ransomware
1451662503650291712,Fri Oct 22 21:31:26 +0000 2021,A targeted Twitter account breach leading to over $130 million in stolen funds. (CNBC) #Databreach #Cyberattacks #Ransomware
1451662213471559684,Fri Oct 22 21:30:16 +0000 2021,A targeted Twitter account breach leading to over $130 million in stolen funds. (CNBC) #Databreach #Cyberattacks #Ransomware
1451661397322977282,Fri Oct 22 21:27:02 +0000 2021,"Spear phishing and other types of cyberattacks aren’t going away. 

This month, we’re focusing on raising #CyberSecurityAwareness and share best practices to protect your #data: https://t.co/zA9Z4xTRQb https://t.co/lTZ3NvBaal"
1451660735797420034,Fri Oct 22 21:24:24 +0000 2021,Natural Networks provides our clients with preventative measures to avoid cyberattacks. You can download our free report covering the 5 biggest cybersecurity risks and how to protect yourself or business on our website: https://t.co/Kf99oPw6lU #CyberSecurity #CyberThreat #Tech https://t.co/uOdJSNIOfp
1451660101949931522,Fri Oct 22 21:21:53 +0000 2021,'TodayZoo' Phishing Kit Cobbled Together From Other Malware https://t.co/u6wuiNBVjz  #CyberSecurityNews #Cyber #CyberSecurity #CyberAttacks #CyberWar #APT #SecurityBreach #Malware #ZeroDay #Hacker #Breach Please Retweet
1451659986925342720,Fri Oct 22 21:21:26 +0000 2021,'TodayZoo' Phishing Kit Cobbled Together From Other Malware https://t.co/u6wuiNBVjz  #CyberSecurityNews #Cyber #CyberSecurity #CyberAttacks #CyberWar #APT #SecurityBreach #Malware #ZeroDay #Hacker #Breach Please Retweet
1452430218648563714,Mon Oct 25 00:22:03 +0000 2021,Many older medical devices in operation today — using outdated or insecure software — were not built with cyber protections in mind. https://t.co/Zc5aO2siCX https://t.co/gtCsAdocdy
1452429854037708807,Mon Oct 25 00:20:36 +0000 2021,"…..Also, business, these days, need to increase their cybersecurity to the point they are one step forward then cybercriminals. Especially, there is aggressive increase of cybercrimes/cyberattacks right now…..(2/3)"
1452429042318286848,Mon Oct 25 00:17:23 +0000 2021,"ICE AGE FARMER - WARNING

CEO: FOOD PRICES TO EXPLODE NOW; 
FBI/NSA WARN OF CYBERATTACKS ON FOOD &amp; WATER SYSTEMS

https://t.co/0WIQ3lLwNt"
1452426892796116992,Mon Oct 25 00:08:50 +0000 2021,"IoT is one of the most vulnerable areas in the enterprise, and massive IoT device armies are effective ways to launch cyberattacks? Really? ❤"
1452426643595689986,Mon Oct 25 00:07:51 +0000 2021,"IoT is one of the most vulnerable areas in the enterprise, and massive IoT device armies are effective ways to launch cyberattacks? Really? ❤"
1452426035685900291,Mon Oct 25 00:05:26 +0000 2021,CEO: Food Prices to Explode NOW; FBI/NSA warn of Cyberattacks on Food &amp; ... https://t.co/rSTOFc7BMf via @YouTube
1452422717232267267,Sun Oct 24 23:52:15 +0000 2021,"https://t.co/HSKZW0wXtM
CEO: FOOD PRICES TO EXPLODE NOW; FBI/NSA WARN OF CYBERATTACKS ON FOOD &amp; WATER SYSTEMS
from Ice Age Farmer: TRUTH LIVES on at https://t.co/qRC7V0CgYz
SGT Report
Corruption, Death of the Dollar, Economy, News, Politics, CEO: FOOD PRICES TO EXPLODE NOW..."
1452420117623713796,Sun Oct 24 23:41:55 +0000 2021,"Report: 80% of Firms Had Second #ransomware Attack After Paying Off First!

 https://t.co/Nv0yKPIfgQ

#100DaysOfCode #infosec #ZeroTrust #zeroday #security #cybersecurity #databreach #cyberattacks #cybercrime #datatheft #dataprivacy #hacker #malware #botnet #DDoS #CISO #tech #RT"
1452419984278188032,Sun Oct 24 23:41:23 +0000 2021,"Researchers say the #MiddleEast faced a wave of #cybersecurity threats since the start of the #COVID19 pandemic. Saudi cybersecurity expert @FatemahAlharbi
  explains how some #cyberattacks work https://t.co/XVk03NTR12"
